iter	RMSE
0	0.02455254803
1	0.02382964063
2	0.02329068067
3	0.02254334699
4	0.02193964631
5	0.02131813879
6	0.02072999474
7	0.01999118786
8	0.01936511328
9	0.01887758211
10	0.01833478243
11	0.01774613222
12	0.01711935604
13	0.01671553551
14	0.01618452155
15	0.01575076655
16	0.01526107502
17	0.01487003273
18	0.01447153689
19	0.0140357044
20	0.01365276198
21	0.01326431919
22	0.0128112609
23	0.01240745373
24	0.0120501622
25	0.01175250748
26	0.01145587965
27	0.01124968646
28	0.01094254044
29	0.01072608392
30	0.01046543327
31	0.01018166067
32	0.009970445173
33	0.009683471893
34	0.00954757265
35	0.009348548787
36	0.009155619975
37	0.008948588459
38	0.008652743779
39	0.008410851369
40	0.008125587546
41	0.007916479487
42	0.007772099262
43	0.007515929439
44	0.007371787612
45	0.007238817127
46	0.007101467006
47	0.006954449881
48	0.006822850968
49	0.006627251154
50	0.006440357933
51	0.006263875394
52	0.006095576066
53	0.005941141223
54	0.005787442465
55	0.005665798779
56	0.005576253848
57	0.005418072272
58	0.005298782705
59	0.005141849071
60	0.005067309086
61	0.004968191315
62	0.004842450666
63	0.004683752625
64	0.004533385081
65	0.004434637875
66	0.004319248309
67	0.00419425438
68	0.004064812568
69	0.003953330752
70	0.003872939475
71	0.003755980893
72	0.00365390532
73	0.003586496868
74	0.003495793934
75	0.003427840131
76	0.003361347087
77	0.003305699819
78	0.003219870998
79	0.00311910195
80	0.003038307002
81	0.002984188516
82	0.002927699314
83	0.002848103476
84	0.002771883804
85	0.002697295559
86	0.002621234916
87	0.002580156645
88	0.002540669371
89	0.002478408224
90	0.002410795216
91	0.002353373321
92	0.002318311187
93	0.002253223198
94	0.002204104649
95	0.002149953267
96	0.002118344246
97	0.002087965284
98	0.002042610576
99	0.001995228648
100	0.001945888384
101	0.001895505116
102	0.001847724201
103	0.001807268372
104	0.00176642798
105	0.001727888354
106	0.001692891648
107	0.001641866247
108	0.001596136157
109	0.001557289132
110	0.00152043823
111	0.001506572176
112	0.001492315573
113	0.001479036107
114	0.001457012813
115	0.001423601112
116	0.001412794443
117	0.00139265692
118	0.001379903912
119	0.001346673721
120	0.001324226817
121	0.001294850783
122	0.001274621779
123	0.001252416959
124	0.001231295533
125	0.001205392744
126	0.00118293151
127	0.001161618035
128	0.001142490086
129	0.001123698964
130	0.001101072179
131	0.001087778669
132	0.001071607147
133	0.001049275372
134	0.001025998444
135	0.0009997593131
136	0.0009768347569
137	0.0009626219872
138	0.000954428989
139	0.0009343834647
140	0.0009143988719
141	0.0008956413412
142	0.0008794154977
143	0.0008613695324
144	0.0008490124156
145	0.0008264664933
146	0.0008151105944
147	0.0008042090158
148	0.0007937424296
149	0.0007719261154
150	0.0007526111125
151	0.0007365536017
152	0.0007182406146
153	0.0006989404446
154	0.0006818369728
155	0.0006658681998
156	0.0006536822176
157	0.0006420999257
158	0.000623259889
159	0.0006047007692
160	0.0005872919316
161	0.0005743958714
162	0.0005601334367
163	0.0005485963172
164	0.0005430818875
165	0.0005299905471
166	0.0005204351705
167	0.0005088227468
168	0.0004998613644
169	0.0004921165065
170	0.0004840929371
171	0.0004716346077
172	0.0004641471208
173	0.0004594043592
174	0.0004548752909
175	0.0004468673381
176	0.0004426897631
177	0.0004385271012
178	0.0004310920119
179	0.0004239961263
180	0.0004176101549
181	0.0004110416372
182	0.0004011518859
183	0.0003923184578
184	0.0003819510805
185	0.0003784772844
186	0.0003717991477
187	0.0003640671448
188	0.0003556651573
189	0.0003467216911
190	0.0003435690909
191	0.0003408474595
192	0.000336968635
193	0.0003310716798
194	0.0003247205126
195	0.0003191128802
196	0.0003107793926
197	0.0003029468703
198	0.0002958162175
199	0.0002931357532
