iter	RMSE
0	0.02438106427
1	0.02359830006
2	0.02278175632
3	0.02214250385
4	0.02155170378
5	0.02089722436
6	0.02024397247
7	0.01953472497
8	0.01881692637
9	0.01818125785
10	0.01773585944
11	0.01707794363
12	0.01655753586
13	0.01612192251
14	0.01573023775
15	0.0153047536
16	0.01492017334
17	0.01459044918
18	0.01433430763
19	0.01390648584
20	0.01358724779
21	0.01327350382
22	0.01294631332
23	0.01261618384
24	0.01235293139
25	0.011988609
26	0.0116423067
27	0.01132789081
28	0.0110162586
29	0.01076745969
30	0.01051105788
31	0.01019800927
32	0.009856531287
33	0.009593065223
34	0.009492801917
35	0.009247615487
36	0.008840430532
37	0.008655867371
38	0.008481558979
39	0.00830263037
40	0.0080826285
41	0.007941577805
42	0.007678171435
43	0.007454303461
44	0.007259002532
45	0.007043884743
46	0.006863403819
47	0.00667515707
48	0.006485454331
49	0.006351331541
50	0.006147350529
51	0.006040171155
52	0.005880784068
53	0.005702670939
54	0.005517088274
55	0.005345291627
56	0.005260576065
57	0.005107329565
58	0.004989532986
59	0.004867497774
60	0.004764685269
61	0.00467595102
62	0.004556469629
63	0.004491823758
64	0.004379054389
65	0.004270957163
66	0.004144669032
67	0.004026200061
68	0.003923992884
69	0.003834095272
70	0.003722919146
71	0.003634173479
72	0.003547514934
73	0.003495476326
74	0.003362820011
75	0.003277415917
76	0.003188500441
77	0.003096087434
78	0.003053094941
79	0.002948704889
80	0.002862948026
81	0.002781599408
82	0.002706209453
83	0.002666488215
84	0.002590860887
85	0.002538742508
86	0.002475109307
87	0.002405592823
88	0.002338657268
89	0.002280229139
90	0.002248723642
91	0.002187026673
92	0.002133260047
93	0.002103109812
94	0.002040304722
95	0.0019819753
96	0.00194744752
97	0.001895111704
98	0.001863814438
99	0.001816802346
100	0.001791379422
101	0.001756122887
102	0.00171062868
103	0.001673099498
104	0.001632365171
105	0.001584867863
106	0.001539919037
107	0.001497121067
108	0.001453733867
109	0.001415543297
110	0.001386753824
111	0.001365561585
112	0.001327389869
113	0.001286699457
114	0.001266160854
115	0.001232137879
116	0.001199564994
117	0.001164642015
118	0.001150708545
119	0.001136893035
120	0.001106299013
121	0.001091776608
122	0.001059376404
123	0.001028284729
124	0.0009992330048
125	0.0009685856485
126	0.0009389394042
127	0.0009226719197
128	0.00090727876
129	0.0008918041654
130	0.0008772909929
131	0.0008533115511
132	0.0008408928994
133	0.0008184082322
134	0.0007967267296
135	0.0007780537428
136	0.0007574378564
137	0.0007475656932
138	0.0007258351355
139	0.0007051144575
140	0.0006880099751
141	0.0006676613081
142	0.0006600545155
143	0.0006516337261
144	0.0006346638615
145	0.0006175714207
146	0.0006010490824
147	0.0005932028168
148	0.0005747613576
149	0.0005679267848
150	0.0005521078948
151	0.0005451601766
152	0.0005279381604
153	0.0005218283513
154	0.0005057152454
155	0.0004903644593
156	0.0004852733569
157	0.0004798161667
158	0.0004657501453
159	0.0004519292382
160	0.0004465699493
161	0.0004416713107
162	0.0004283655431
163	0.0004155990178
164	0.0004107820184
165	0.0003979734379
166	0.0003857659545
167	0.0003806931633
168	0.0003768064479
169	0.0003661118329
170	0.0003559513252
171	0.0003457232192
172	0.0003359663502
173	0.0003273595386
174	0.0003184201646
175	0.0003094131372
176	0.0003064780331
177	0.0002978530797
178	0.000289811597
179	0.0002820716364
180	0.0002744631535
181	0.0002673400856
182	0.0002601876611
183	0.000253186138
184	0.0002504370844
185	0.0002438034219
186	0.0002373274035
187	0.0002299530785
188	0.0002238846885
189	0.0002187496801
190	0.000212622504
191	0.0002103064471
192	0.0002045781867
193	0.000199245885
194	0.0001970271437
195	0.0001916184396
196	0.0001872368828
197	0.0001830027637
198	0.0001779673478
199	0.0001731026035
